PurchaseOrderID,ProductID,UnitPrice,LineTotal,Name,ProductNumber,DaysToManufacture,
3117,455,45.423,136.269,Lock Nut 3,LN-6320,0,
3117,456,49.6965,149.0895,Lock Nut 14,LN-7161,0,
3117,457,45.423,136.269,Lock Nut 15,LN-7162,0,
3117,458,43.323,129.969,Lock Nut 4,LN-8320,0,
3117,459,47.5965,142.7895,Lock Nut 19,LN-9080,0,
3117,460,43.323,129.969,Lock Nut 18,LN-9161,0,
3118,356,3.381,202.86,LL Grip Tape,GT-0820,0,
3118,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
3119,389,43.2705,129.8115,Hex Nut 2,HN-5400,0,
3119,390,41.1705,123.5115,Hex Nut 20,HN-5811,0,
3119,391,45.444,136.332,Hex Nut 21,HN-5818,0,
3119,392,41.1705,123.5115,Hex Nut 3,HN-6320,0,
3119,393,39.0705,117.2115,Hex Nut 14,HN-7161,0,
3120,490,12.3585,37.0755,LL Nipple,NI-4127,0,
3121,513,39.1965,21558.075,Touring Rim,RM-T801,0,
3122,408,36.9705,110.9115,External Lock Washer 6,LE-5160,0,
3122,409,41.244,123.732,External Lock Washer 1,LE-6000,0,
3123,933,43.9845,24191.475,HL Road Tire,TI-R982,0,
3123,934,38.1465,20980.575,Touring Tire,TI-T723,0,
3124,422,47.6805,143.0415,Thin-Jam Lock Nut 9,LJ-1213,0,
3124,423,45.5805,136.7415,Thin-Jam Lock Nut 10,LJ-1220,0,
3125,341,47.5755,142.7265,Flat Washer 1,FW-1000,0,
3125,342,45.4755,136.4265,Flat Washer 6,FW-1200,0,
3125,343,49.749,149.247,Flat Washer 2,FW-1400,0,
3125,344,45.4755,136.4265,Flat Washer 9,FW-3400,0,
3125,345,43.3755,130.1265,Flat Washer 4,FW-3800,0,
3125,346,47.649,142.947,Flat Washer 3,FW-5160,0,
3125,347,43.3755,130.1265,Flat Washer 8,FW-5800,0,
3125,348,41.2755,123.8265,Flat Washer 5,FW-7160,0,
3125,349,45.549,136.647,Flat Washer 7,FW-9160,0,
3126,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
3126,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
3127,341,47.4705,142.4115,Flat Washer 1,FW-1000,0,
3127,342,45.3705,136.1115,Flat Washer 6,FW-1200,0,
3127,343,49.644,148.932,Flat Washer 2,FW-1400,0,
3127,344,45.3705,136.1115,Flat Washer 9,FW-3400,0,
3127,345,43.2705,129.8115,Flat Washer 4,FW-3800,0,
3127,346,47.544,142.632,Flat Washer 3,FW-5160,0,
3128,928,32.7705,18023.775,LL Mountain Tire,TI-M267,0,
3128,929,37.086,20397.3,ML Mountain Tire,TI-M602,0,
3128,930,43.0395,23671.725,HL Mountain Tire,TI-M823,0,
3129,332,10.815,5948.25,Freewheel,FH-2981,0,
3130,948,82.8345,45558.975,Front Brakes,FB-9873,1,
3130,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
3131,325,0.21,262.5,Decal 1,DC-8732,0,
3131,326,0.21,262.5,Decal 2,DC-9824,0,
3132,320,49.644,148.932,Chainring Bolts,CB-2903,0,
3132,321,44.3205,132.9615,Chainring Nut,CN-6137,0,
3133,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
3133,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
3134,952,15.7395,944.37,Chain,CH-0234,1,
3135,933,43.4595,23902.725,HL Road Tire,TI-R982,0,
3135,934,37.6215,20691.825,Touring Tire,TI-T723,0,
3135,922,6.531,3592.05,Road Tire Tube,TT-R982,0,
3135,923,6.1845,3401.475,Touring Tire Tube,TT-T092,0,
3136,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
3136,318,36.099,19854.45,ML Crankarm,CA-6738,0,
3136,319,48.5835,26720.925,HL Crankarm,CA-7457,0,
3137,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
3137,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
3138,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
3139,373,41.2965,123.8895,Thin-Jam Hex Nut 12,HJ-9080,0,
3139,374,37.023,111.069,Thin-Jam Hex Nut 11,HJ-9161,0,
3140,2,41.916,125.748,Bearing Ball,BA-8327,0,
3141,1,50.2635,150.7905,Adjustable Race,AR-5381,0,
3142,364,47.754,143.262,Thin-Jam Hex Nut 16,HJ-3416,0,
3142,365,43.4805,130.4415,Thin-Jam Hex Nut 5,HJ-3816,0,
3143,530,16.086,8847.3,Seat Post,SP-2981,0,
3144,4,57.0255,171.0765,Headset Ball Bearings,BE-2908,0,
3145,512,37.086,20397.3,HL Road Rim,RM-R800,0,
3146,513,26.5965,14628.075,Touring Rim,RM-T801,0,
3147,317,27.0585,14882.175,LL Crankarm,CA-5965,0,
3147,318,33.579,18468.45,ML Crankarm,CA-6738,0,
3147,319,46.0635,25334.925,HL Crankarm,CA-7457,0,
3148,403,47.4705,142.4115,External Lock Washer 3,LE-1000,0,
3148,404,45.3705,136.1115,External Lock Washer 4,LE-1200,0,
3148,405,49.644,148.932,External Lock Washer 9,LE-1201,0,
3148,406,45.3705,136.1115,External Lock Washer 5,LE-1400,0,
3148,407,43.2705,129.8115,External Lock Washer 7,LE-3800,0,
3149,436,41.2965,123.8895,Thin-Jam Lock Nut 12,LJ-9080,0,
3149,437,37.023,111.069,Thin-Jam Lock Nut 11,LJ-9161,0,
3150,320,47.4705,142.4115,Chainring Bolts,CB-2903,0,
3150,321,42.798,128.394,Chainring Nut,CN-6137,0,
3150,322,25.4205,1525.23,Chainring,CR-7833,0,
3151,445,41.2965,123.8895,Lock Nut 22,LN-3410,0,
3151,446,37.023,111.069,Lock Nut 23,LN-3416,0,
3151,447,47.6805,143.0415,Lock Nut 12,LN-3816,0,
3151,448,45.5805,136.7415,Lock Nut 13,LN-3824,0,
3152,941,62.9895,34644.225,Touring Pedal,PD-T852,1,
3153,322,26.3655,1581.93,Chainring,CR-7833,0,
3154,504,48.762,146.286,Cup-Shaped Race,RA-2345,0,
3155,497,34.188,102.564,Pinch Bolt,PB-6109,0,
3156,323,50.2635,150.7905,Crown Race,CR-9981,0,
3157,523,10.731,5902.05,LL Spindle/Axle,SD-2342,0,
3157,524,14.1225,7767.375,HL Spindle/Axle,SD-9872,0,
3158,492,50.2635,3015.81,Paint - Black,PA-187B,0,
3158,493,57.1515,3429.09,Paint - Red,PA-361R,0,
3158,494,53.2035,3192.21,Paint - Silver,PA-529S,0,
3158,495,63.693,3821.58,Paint - Blue,PA-632U,0,
3158,496,48.909,2934.54,Paint - Yellow,PA-823Y,0,
3159,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
3159,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
3159,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
3159,914,21.0945,11601.975,LL Touring Seat/Saddle,SE-T312,1,
3159,915,30.4395,16741.725,ML Touring Seat/Saddle,SE-T762,1,
3160,506,9.198,551.88,Reflector,RF-9198,0,
3161,679,5.775,3176.25,Rear Derailleur Cage,RC-0291,0,
3162,507,23.394,12866.7,LL Mountain Rim,RM-M464,0,
3162,508,27.6465,15205.575,ML Mountain Rim,RM-M692,0,
3163,535,3.486,1917.3,Tension Pulley,TP-0923,0,
3164,351,6.195,3407.25,Front Derailleur Cage,FC-3982,0,
3164,352,1.47,808.5,Front Derailleur Linkage,FL-2301,0,
3165,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
3165,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
3166,491,19.9815,59.9445,HL Nipple,NI-9522,0,
3167,341,41.1705,123.5115,Flat Washer 1,FW-1000,0,
3167,342,39.0705,117.2115,Flat Washer 6,FW-1200,0,
3167,343,43.344,130.032,Flat Washer 2,FW-1400,0,
3167,344,39.0705,117.2115,Flat Washer 9,FW-3400,0,
3167,345,36.9705,110.9115,Flat Washer 4,FW-3800,0,
3167,346,41.244,123.732,Flat Washer 3,FW-5160,0,
3168,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
3168,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
3169,389,43.344,130.032,Hex Nut 2,HN-5400,0,
3169,390,39.0705,117.2115,Hex Nut 20,HN-5811,0,
3169,391,36.9705,110.9115,Hex Nut 21,HN-5818,0,
3169,392,41.244,123.732,Hex Nut 3,HN-6320,0,
3169,393,36.9705,110.9115,Hex Nut 14,HN-7161,0,
3170,487,5.8065,3193.575,Metal Sheet 6,MS-2348,0,
3170,488,8.862,4874.1,Metal Sheet 1,MS-6061,0,
3170,489,10.4685,5757.675,Metal Tread Plate,MT-1000,0,
3171,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
3172,510,23.079,12693.45,LL Road Rim,RM-R436,0,
3172,511,29.274,16100.7,ML Road Rim,RM-R600,0,
3173,405,45.3705,136.1115,External Lock Washer 9,LE-1201,0,
3173,406,43.2705,129.8115,External Lock Washer 5,LE-1400,0,
3173,407,47.544,142.632,External Lock Washer 7,LE-3800,0,
3174,525,2.3205,1276.275,LL Shell,SH-4562,0,
3175,526,3.6435,2003.925,HL Shell,SH-9312,0,
3176,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
3176,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
3176,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
3177,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
3177,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
3178,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
3178,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
3179,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
3180,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
3180,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
3181,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
3182,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
3183,465,49.6965,149.0895,Lock Washer 10,LW-1201,0,
3183,466,45.423,136.269,Lock Washer 6,LW-1400,0,
3183,467,43.323,129.969,Lock Washer 13,LW-3400,0,
3184,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
3185,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
3185,511,27.867,15326.85,ML Road Rim,RM-R600,0,
3186,527,6.7515,3713.325,Spokes,SK-9283,0,
3187,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
3187,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
3187,509,36.2775,19952.625,HL Mountain Rim,RM-M823,0,
3188,492,50.7465,3044.79,Paint - Black,PA-187B,0,
3188,493,58.2645,3495.87,Paint - Red,PA-361R,0,
3188,494,50.7465,3044.79,Paint - Silver,PA-529S,0,
3188,495,62.9265,3775.59,Paint - Blue,PA-632U,0,
3188,496,49.6545,2979.27,Paint - Yellow,PA-823Y,0,
3189,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
3190,433,43.554,130.662,Thin-Jam Lock Nut 14,LJ-5818,0,
3190,434,39.2805,117.8415,Thin-Jam Lock Nut 7,LJ-7161,0,
3190,435,37.1805,111.5415,Thin-Jam Lock Nut 8,LJ-7162,0,
3191,490,12.7155,38.1465,LL Nipple,NI-4127,0,
3191,491,19.9395,59.8185,HL Nipple,NI-9522,0,
3192,528,38.157,114.471,Seat Lug,SL-0931,0,
3193,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
3194,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
3194,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
3195,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
3196,375,43.2705,129.8115,Hex Nut 5,HN-1024,0,
3196,376,47.544,142.632,Hex Nut 6,HN-1032,0,
3196,377,43.2705,129.8115,Hex Nut 16,HN-1213,0,
3196,378,41.1705,123.5115,Hex Nut 17,HN-1220,0,
3197,356,3.381,202.86,LL Grip Tape,GT-0820,0,
3197,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
3198,394,43.344,130.032,Hex Nut 15,HN-7162,0,
3198,395,39.0705,117.2115,Hex Nut 4,HN-8320,0,
3198,396,36.9705,110.9115,Hex Nut 18,HN-9161,0,
3198,397,41.244,123.732,Hex Nut 19,HN-9168,0,
3199,490,12.3585,37.0755,LL Nipple,NI-4127,0,
3200,513,39.1965,21558.075,Touring Rim,RM-T801,0,
3201,410,36.9705,110.9115,External Lock Washer 8,LE-7160,0,
3201,411,34.8705,104.6115,External Lock Washer 2,LE-8000,0,
3201,412,39.144,117.432,Internal Lock Washer 3,LI-1000,0,
3201,413,47.5755,142.7265,Internal Lock Washer 4,LI-1200,0,
3202,931,34.8705,19178.775,LL Road Tire,TI-R092,0,
3202,932,39.7635,21869.925,ML Road Tire,TI-R628,0,
3203,424,49.854,149.562,Thin-Jam Lock Nut 1,LJ-1420,0,
3203,425,45.5805,136.7415,Thin-Jam Lock Nut 2,LJ-1428,0,
3203,426,43.4805,130.4415,Thin-Jam Lock Nut 15,LJ-3410,0,
3204,341,47.5755,142.7265,Flat Washer 1,FW-1000,0,
3204,342,45.4755,136.4265,Flat Washer 6,FW-1200,0,
3205,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
3205,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
3206,347,43.2705,129.8115,Flat Washer 8,FW-5800,0,
3206,348,41.1705,123.5115,Flat Washer 5,FW-7160,0,
3206,349,45.444,136.332,Flat Washer 7,FW-9160,0,
3207,928,32.7705,18023.775,LL Mountain Tire,TI-M267,0,
3207,929,37.086,20397.3,ML Mountain Tire,TI-M602,0,
3207,930,43.0395,23671.725,HL Mountain Tire,TI-M823,0,
3208,332,10.815,5948.25,Freewheel,FH-2981,0,
3209,948,82.8345,45558.975,Front Brakes,FB-9873,1,
3209,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
3210,325,0.21,262.5,Decal 1,DC-8732,0,
3210,326,0.21,262.5,Decal 2,DC-9824,0,
3211,322,28.6965,1721.79,Chainring,CR-7833,0,
3212,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
3212,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
3213,952,15.7395,944.37,Chain,CH-0234,1,
3214,933,43.4595,23902.725,HL Road Tire,TI-R982,0,
3214,934,37.6215,20691.825,Touring Tire,TI-T723,0,
3215,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
3215,318,36.099,19854.45,ML Crankarm,CA-6738,0,
3215,319,48.5835,26720.925,HL Crankarm,CA-7457,0,
3216,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
3216,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
3217,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
3218,359,47.523,142.569,Thin-Jam Hex Nut 9,HJ-1213,0,
3218,360,45.423,136.269,Thin-Jam Hex Nut 10,HJ-1220,0,
3218,361,49.6965,149.0895,Thin-Jam Hex Nut 1,HJ-1420,0,
3218,362,45.423,136.269,Thin-Jam Hex Nut 2,HJ-1428,0,
3218,363,43.323,129.969,Thin-Jam Hex Nut 15,HJ-3410,0,
3219,2,41.916,125.748,Bearing Ball,BA-8327,0,
3220,1,50.2635,150.7905,Adjustable Race,AR-5381,0,
3221,366,41.3805,124.1415,Thin-Jam Hex Nut 6,HJ-3824,0,
3221,367,45.654,136.962,Thin-Jam Hex Nut 3,HJ-5161,0,
3221,368,41.3805,124.1415,Thin-Jam Hex Nut 4,HJ-5162,0,
3221,369,39.2805,117.8415,Thin-Jam Hex Nut 13,HJ-5811,0,
3222,530,16.086,8847.3,Seat Post,SP-2981,0,
3223,4,57.0255,171.0765,Headset Ball Bearings,BE-2908,0,
3224,512,37.086,20397.3,HL Road Rim,RM-R800,0,
3225,513,26.5965,14628.075,Touring Rim,RM-T801,0,
3226,317,27.0585,14882.175,LL Crankarm,CA-5965,0,
3226,318,33.579,18468.45,ML Crankarm,CA-6738,0,
3226,319,46.0635,25334.925,HL Crankarm,CA-7457,0,
3227,408,47.544,142.632,External Lock Washer 6,LE-5160,0,
3227,409,43.2705,129.8115,External Lock Washer 1,LE-6000,0,
3227,410,41.1705,123.5115,External Lock Washer 8,LE-7160,0,
3227,411,45.444,136.332,External Lock Washer 2,LE-8000,0,
3227,412,41.1705,123.5115,Internal Lock Washer 3,LI-1000,0,
3227,413,39.0705,117.2115,Internal Lock Washer 4,LI-1200,0,
3228,422,47.523,142.569,Thin-Jam Lock Nut 9,LJ-1213,0,
3228,423,45.423,136.269,Thin-Jam Lock Nut 10,LJ-1220,0,
3228,424,49.6965,149.0895,Thin-Jam Lock Nut 1,LJ-1420,0,
3228,425,45.423,136.269,Thin-Jam Lock Nut 2,LJ-1428,0,
3228,426,43.323,129.969,Thin-Jam Lock Nut 15,LJ-3410,0,
3229,320,47.4705,142.4115,Chainring Bolts,CB-2903,0,
3229,321,42.798,128.394,Chainring Nut,CN-6137,0,
3229,322,25.4205,1525.23,Chainring,CR-7833,0,
3230,449,49.854,149.562,Lock Nut 1,LN-4400,0,
3230,450,45.5805,136.7415,Lock Nut 10,LN-5161,0,
3230,451,43.4805,130.4415,Lock Nut 11,LN-5162,0,
3231,941,62.9895,34644.225,Touring Pedal,PD-T852,1,
3232,320,45.3705,136.1115,Chainring Bolts,CB-2903,0,
3232,321,40.488,121.464,Chainring Nut,CN-6137,0,
3233,504,48.762,146.286,Cup-Shaped Race,RA-2345,0,
3234,497,34.188,102.564,Pinch Bolt,PB-6109,0,
3235,323,50.2635,150.7905,Crown Race,CR-9981,0,
3236,523,10.731,5902.05,LL Spindle/Axle,SD-2342,0,
3236,524,14.1225,7767.375,HL Spindle/Axle,SD-9872,0,
3237,492,50.2635,3015.81,Paint - Black,PA-187B,0,
3237,493,57.1515,3429.09,Paint - Red,PA-361R,0,
3237,494,53.2035,3192.21,Paint - Silver,PA-529S,0,
3237,495,63.693,3821.58,Paint - Blue,PA-632U,0,
3237,496,48.909,2934.54,Paint - Yellow,PA-823Y,0,
3238,916,40.9395,22516.725,HL Touring Seat/Saddle,SE-T924,1,
3239,506,9.198,551.88,Reflector,RF-9198,0,
3240,351,5.775,3176.25,Front Derailleur Cage,FC-3982,0,
3240,352,1.155,635.25,Front Derailleur Linkage,FL-2301,0,
3240,679,5.775,3176.25,Rear Derailleur Cage,RC-0291,0,
3241,507,23.394,12866.7,LL Mountain Rim,RM-M464,0,
3241,508,27.6465,15205.575,ML Mountain Rim,RM-M692,0,
3242,355,1.365,750.75,Guide Pulley,GP-0982,0,
3242,940,62.9895,34644.225,HL Road Pedal,PD-R853,1,
3243,679,6.195,3407.25,Rear Derailleur Cage,RC-0291,0,
3244,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
3244,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
3245,491,19.9815,59.9445,HL Nipple,NI-9522,0,
3246,347,36.9705,110.9115,Flat Washer 8,FW-5800,0,
3246,348,34.8705,104.6115,Flat Washer 5,FW-7160,0,
3246,349,39.144,117.432,Flat Washer 7,FW-9160,0,
3247,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
3247,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
3248,394,43.218,129.654,Hex Nut 15,HN-7162,0,
3248,395,47.4915,142.4745,Hex Nut 4,HN-8320,0,
3248,396,43.2705,129.8115,Hex Nut 18,HN-9161,0,
3248,397,47.544,142.632,Hex Nut 19,HN-9168,0,
3249,476,15.8865,8737.575,Metal Angle,MA-7075,0,
3249,477,11.6655,6416.025,Metal Bar 1,MB-2024,0,
3249,478,11.088,6098.4,Metal Bar 2,MB-6061,0,
3249,479,15.8865,8737.575,Metal Plate 2,MP-2066,0,
3249,480,11.6655,6416.025,Metal Plate 1,MP-2503,0,
3250,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
3251,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
3252,408,43.2705,129.8115,External Lock Washer 6,LE-5160,0,
3252,409,41.1705,123.5115,External Lock Washer 1,LE-6000,0,
3253,525,2.3205,1276.275,LL Shell,SH-4562,0,
3254,526,3.6435,2003.925,HL Shell,SH-9312,0,
3255,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
3255,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
3255,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
3256,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
3256,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
3257,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
3257,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
3258,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
3259,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
3259,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
3260,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
3261,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
3262,468,47.5965,142.7895,Lock Washer 8,LW-3800,0,
3262,469,43.323,129.969,Lock Washer 1,LW-4000,0,
3263,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
3264,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
3264,511,27.867,15326.85,ML Road Rim,RM-R600,0,
3265,527,6.7515,3713.325,Spokes,SK-9283,0,
3266,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
3266,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
3266,509,36.2775,19952.625,HL Mountain Rim,RM-M823,0,
3267,492,50.7465,3044.79,Paint - Black,PA-187B,0,
3267,493,58.2645,3495.87,Paint - Red,PA-361R,0,
3267,494,50.7465,3044.79,Paint - Silver,PA-529S,0,
3267,495,62.9265,3775.59,Paint - Blue,PA-632U,0,
3267,496,49.6545,2979.27,Paint - Yellow,PA-823Y,0,
3268,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
3269,436,41.454,124.362,Thin-Jam Lock Nut 12,LJ-9080,0,
3269,437,37.1805,111.5415,Thin-Jam Lock Nut 11,LJ-9161,0,
3270,490,12.7155,38.1465,LL Nipple,NI-4127,0,
3270,491,19.9395,59.8185,HL Nipple,NI-9522,0,
3271,528,38.157,114.471,Seat Lug,SL-0931,0,
3272,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
3273,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
3273,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
3274,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
3275,379,45.444,136.332,Hex Nut 7,HN-1224,0,
3275,380,41.1705,123.5115,Hex Nut 8,HN-1420,0,
3275,381,39.0705,117.2115,Hex Nut 9,HN-1428,0,
3275,438,47.6805,143.0415,Lock Nut 5,LN-1024,0,
3275,439,45.5805,136.7415,Lock Nut 6,LN-1032,0,
3275,440,49.854,149.562,Lock Nut 16,LN-1213,0,
3275,441,45.5805,136.7415,Lock Nut 17,LN-1220,0,
3275,442,43.4805,130.4415,Lock Nut 7,LN-1224,0,
3275,443,47.754,143.262,Lock Nut 8,LN-1420,0,
3275,444,43.4805,130.4415,Lock Nut 9,LN-1428,0,
3275,445,41.3805,124.1415,Lock Nut 22,LN-3410,0,
3275,446,45.654,136.962,Lock Nut 23,LN-3416,0,
3275,447,41.3805,124.1415,Lock Nut 12,LN-3816,0,
3275,448,39.2805,117.8415,Lock Nut 13,LN-3824,0,
3275,449,43.554,130.662,Lock Nut 1,LN-4400,0,
3275,450,39.2805,117.8415,Lock Nut 10,LN-5161,0,
3275,451,37.1805,111.5415,Lock Nut 11,LN-5162,0,
3275,452,41.454,124.362,Lock Nut 2,LN-5400,0,
3275,453,37.1805,111.5415,Lock Nut 20,LN-5811,0,
3275,454,47.523,142.569,Lock Nut 21,LN-5818,0,
3275,455,45.423,136.269,Lock Nut 3,LN-6320,0,
3275,456,49.6965,149.0895,Lock Nut 14,LN-7161,0,
3275,457,45.423,136.269,Lock Nut 15,LN-7162,0,
3275,458,43.323,129.969,Lock Nut 4,LN-8320,0,
3275,459,47.5965,142.7895,Lock Nut 19,LN-9080,0,
3275,460,43.323,129.969,Lock Nut 18,LN-9161,0,
3276,356,3.381,202.86,LL Grip Tape,GT-0820,0,
3276,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
3277,375,43.2705,129.8115,Hex Nut 5,HN-1024,0,
3277,376,41.1705,123.5115,Hex Nut 6,HN-1032,0,
3277,377,45.444,136.332,Hex Nut 16,HN-1213,0,
3277,378,41.1705,123.5115,Hex Nut 17,HN-1220,0,
3277,379,39.0705,117.2115,Hex Nut 7,HN-1224,0,
3277,380,43.344,130.032,Hex Nut 8,HN-1420,0,
3278,490,12.3585,37.0755,LL Nipple,NI-4127,0,
3279,513,39.1965,21558.075,Touring Rim,RM-T801,0,
3280,414,45.4755,136.4265,Internal Lock Washer 9,LI-1201,0,
3280,415,49.749,149.247,Internal Lock Washer 5,LI-1400,0,
3280,416,45.4755,136.4265,Internal Lock Washer 7,LI-3800,0,
3281,933,43.9845,24191.475,HL Road Tire,TI-R982,0,
3281,934,38.1465,20980.575,Touring Tire,TI-T723,0,
3282,427,47.754,143.262,Thin-Jam Lock Nut 16,LJ-3416,0,
3282,428,43.4805,130.4415,Thin-Jam Lock Nut 5,LJ-3816,0,
3283,343,49.749,149.247,Flat Washer 2,FW-1400,0,
3283,344,45.4755,136.4265,Flat Washer 9,FW-3400,0,
3283,345,43.3755,130.1265,Flat Washer 4,FW-3800,0,
3284,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
3284,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
3285,341,47.4705,142.4115,Flat Washer 1,FW-1000,0,
3285,342,45.3705,136.1115,Flat Washer 6,FW-1200,0,
3285,343,49.644,148.932,Flat Washer 2,FW-1400,0,
3285,344,45.3705,136.1115,Flat Washer 9,FW-3400,0,
3285,345,43.2705,129.8115,Flat Washer 4,FW-3800,0,
3285,346,47.544,142.632,Flat Washer 3,FW-5160,0,
3285,347,43.2705,129.8115,Flat Washer 8,FW-5800,0,
3285,348,41.1705,123.5115,Flat Washer 5,FW-7160,0,
3285,349,45.444,136.332,Flat Washer 7,FW-9160,0,
3286,928,32.7705,18023.775,LL Mountain Tire,TI-M267,0,
3286,929,37.086,20397.3,ML Mountain Tire,TI-M602,0,
3286,930,43.0395,23671.725,HL Mountain Tire,TI-M823,0,
3287,332,10.815,5948.25,Freewheel,FH-2981,0,
3288,948,82.8345,45558.975,Front Brakes,FB-9873,1,
3288,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
3289,325,0.21,262.5,Decal 1,DC-8732,0,
3289,326,0.21,262.5,Decal 2,DC-9824,0,
3290,320,49.644,148.932,Chainring Bolts,CB-2903,0,
3290,321,44.3205,132.9615,Chainring Nut,CN-6137,0,
3290,322,28.6965,1721.79,Chainring,CR-7833,0,
3291,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
3291,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
3292,952,15.7395,944.37,Chain,CH-0234,1,
3293,922,6.531,3592.05,Road Tire Tube,TT-R982,0,
3293,923,6.1845,3401.475,Touring Tire Tube,TT-T092,0,
3294,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
3294,318,36.099,19854.45,ML Crankarm,CA-6738,0,
3295,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
3295,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
3296,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
3297,364,47.5965,142.7895,Thin-Jam Hex Nut 16,HJ-3416,0,
